dpl,nperi,ci,pow,latency,nce,noise,category
251,5,10.07142857,497.5645966,77,8,0,1
251,5,10.07142857,497.5645966,77,8,0,1
251,5,10.07142857,497.5645966,77,8,0,1
251,5,10.07142857,497.5645966,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,492.6624386,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,100,10,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,77,8,0,1
251,5,10.07142857,496.6040241,100,10,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,94,9,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,100,10,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,500.5745497,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,100,10,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,505.1077971,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,100,10,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,488.8486845,109,11,0,1
251,5,10.07142857,488.8486845,77,8,0,1
251,5,10.07142857,489.0852576,100,10,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,489.0852576,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,109,11,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,94,9,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,100,10,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,499.9513962,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,508.3011412,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,100,10,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,94,9,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,100,10,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,495.3108312,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,489.3496467,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,109,11,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,488.0290065,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,100,10,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,77,8,0,1
251,5,10.07142857,492.3003411,100,10,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,502.5782649,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,94,9,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,94,9,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,488.7568889,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,100,10,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,100,10,0,1
251,5,10.07142857,502.3216909,100,10,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,502.3216909,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,100,10,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,100,10,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,485.012163,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,100,10,0,1
251,5,10.07142857,503.0995121,100,10,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,100,10,0,1
251,5,10.07142857,503.0995121,100,10,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,503.0995121,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,100,10,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,77,8,0,1
251,5,10.07142857,491.2956586,94,9,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,100,10,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,109,11,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,94,9,0,1
251,5,10.07142857,500.5165765,78,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,94,9,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,500.5165765,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,94,9,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,497.7285131,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9000229,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,94,9,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,100,10,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,492.9387965,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,109,11,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,100,10,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,497.5203172,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,100,10,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,94,9,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,94,9,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,488.9057161,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,100,10,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,94,9,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,77,8,0,1
251,5,10.07142857,492.5384668,94,9,0,1
251,5,10.07142857,492.5384668,100,10,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,85,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,505.6477701,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,498.8491723,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,100,10,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,491.3823553,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
251,5,10.07142857,494.255921,77,8,0,1
