dpl,nperi,ci,pow,latency,nce,noise,category
251,5,8,632.6726729,76,9,0,1
251,5,8,632.6726729,72,9,0,1
251,5,8,632.6726729,69,8,0,1
251,5,8,632.6726729,76,9,0,1
251,5,8,632.6726729,72,9,0,1
251,5,8,632.6726729,69,8,0,1
251,5,8,632.6726729,76,9,0,1
251,5,8,632.6726729,72,9,0,1
251,5,8,632.6726729,69,8,0,1
251,5,8,632.6726729,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,144,18,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,94,11,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,642.804325,76,9,0,1
251,5,8,642.804325,72,9,0,1
251,5,8,642.804325,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,8,652.4341948,69,8,0,1
251,5,8,652.4341948,76,9,0,1
251,5,8,652.4341948,72,9,0,1
251,5,10,637.5363247,69,8,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,64,6,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,60,6,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,10,637.5363247,74,7,0,1
251,5,13,509.3840609,74,7,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,66,5,0,1
251,5,13,509.3840609,117,9,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,13,509.3840609,94,7,0,1
251,5,10,403.8207029,94,7,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,56,5,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,10,403.8207029,78,8,0,1
251,5,11,489.8490813,78,8,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,72,6,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,80,7,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,11,489.8490813,95,9,0,2
251,5,10,488.3755532,95,9,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,70,7,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,76,7,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,10,488.3755532,99,10,0,1
251,5,9,481.1614034,99,10,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,77,8,0,2
251,5,9,481.1614034,106,12,0,2
251,5,9,481.1614034,133,15,1,2
251,5,9,481.1614034,101,11,0,2
251,5,9,481.1614034,105,11,0,2
251,5,9,481.1614034,102,11,0,2
251,5,9,481.1614034,100,11,0,2
251,5,9,481.1614034,121,13,1,2
251,5,9,481.1614034,108,12,0,2
251,5,9,481.1614034,106,12,0,2
251,5,9,481.1614034,103,11,0,2
251,5,9,481.1614034,101,11,0,2
251,5,9,481.1614034,98,11,0,2
251,5,9,481.1614034,106,12,0,2
251,5,8,556.0626971,156,17,1,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,67,8,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,55,7,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,75,9,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,75,9,0,1
251,5,8,556.0626971,87,11,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,556.0626971,75,9,0,1
251,5,8,556.0626971,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,75,9,0,1
251,5,8,650.744748,72,9,0,1
251,5,8,650.744748,79,10,0,1
251,5,8,650.744748,75,9,0,1
251,5,9,634.2838812,72,9,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,68,7,0,2
251,5,9,634.2838812,94,10,0,2
251,5,9,634.2838812,104,11,0,2
251,5,9,634.2838812,80,9,0,2
251,5,9,634.2838812,99,11,0,2
251,5,9,634.2838812,105,11,0,2
251,5,9,634.2838812,103,11,0,2
251,5,9,634.2838812,100,11,0,2
251,5,9,634.2838812,98,11,0,2
251,5,9,634.2838812,106,12,0,2
251,5,9,634.2838812,104,11,0,2
251,5,9,634.2838812,101,11,0,2
251,5,9,634.2838812,99,11,0,2
251,5,9,634.2838812,107,12,0,2
251,5,8,565.7761014,105,11,1,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,56,7,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,74,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,74,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,74,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,74,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,8,565.7761014,72,9,0,1
251,5,10,630.8535571,74,9,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,74,7,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,144,14,1,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,10,630.8535571,94,9,0,1
251,5,8,486.561934,94,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,72,9,0,1
251,5,8,486.561934,71,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,71,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,71,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,71,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,75,9,0,1
251,5,8,486.561934,71,9,0,1
251,5,10,641.9302134,75,9,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,10,641.9302134,78,8,0,1
251,5,11,495.1098556,78,8,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,69,6,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,95,9,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,95,9,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,11,495.1098556,78,7,0,2
251,5,10,504.6345277,78,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,69,7,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,66,6,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,10,504.6345277,99,10,0,1
251,5,9,495.2977428,99,10,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,71,8,0,2
251,5,9,495.2977428,116,13,1,2
251,5,9,495.2977428,120,13,1,2
251,5,9,495.2977428,89,10,0,2
251,5,9,495.2977428,117,13,1,2
251,5,9,495.2977428,121,13,1,2
251,5,9,495.2977428,110,12,0,2
251,5,9,495.2977428,119,13,1,2
251,5,9,495.2977428,123,13,1,2
251,5,9,495.2977428,111,12,0,2
251,5,9,495.2977428,120,13,1,2
251,5,9,495.2977428,112,12,0,2
251,5,9,495.2977428,113,12,0,2
251,5,9,495.2977428,121,13,1,2
251,5,8,542.1631992,114,12,1,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,62,7,0,1
251,5,8,542.1631992,71,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,71,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,71,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,71,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,76,9,0,1
251,5,8,542.1631992,71,9,0,1
251,5,10,637.1961264,76,9,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,75,7,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,72,7,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,10,637.1961264,78,8,0,1
251,5,11,486.3248125,78,8,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,63,6,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,54,5,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,11,486.3248125,76,7,0,2
251,5,13,493.1145345,76,7,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,57,4,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,67,5,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,493.1145345,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,398.2308187,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,396.6612343,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,122,9,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,122,9,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,13,399.6098246,90,7,0,1
251,5,10,381.3082208,90,7,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,60,6,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,72,7,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,10,381.3082208,77,8,0,1
251,5,11,475.3476541,77,8,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,70,6,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,11,475.3476541,79,7,0,2
251,5,13,489.8622128,79,7,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,70,5,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,13,489.8622128,98,8,0,1
251,5,11,414.5368657,98,8,0,2
251,5,8,614.8682104,100,12,1,1
251,5,8,614.8682104,82,10,1,1
251,5,8,614.8682104,74,9,1,1
251,5,8,614.8682104,70,8,1,1
251,5,8,614.8682104,75,9,1,1
251,5,8,614.8682104,74,9,1,1
251,5,8,645.2728132,70,8,1,1
251,5,8,645.2728132,75,9,1,1
251,5,8,645.2728132,74,9,1,1
251,5,8,645.2728132,70,8,1,1
251,5,8,645.2728132,75,9,1,1
251,5,8,645.2728132,74,9,1,1
251,5,8,645.2728132,70,8,1,1
251,5,8,645.2728132,75,9,1,1
251,5,8,645.2728132,74,9,1,1
251,5,8,645.2728132,79,10,1,1
251,5,8,645.2728132,92,11,1,1
251,5,8,645.2728132,74,9,1,1
251,5,8,645.2728132,70,8,1,1
251,5,46,615.5477768,75,9,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,69,2,1,1
251,5,46,615.5477768,89,2,1,1
251,5,46,615.5477768,79,2,1,1
251,5,46,615.5477768,84,2,1,1
251,5,46,615.5477768,87,2,1,1
251,5,46,615.5477768,85,2,1,1
251,5,46,615.5477768,84,2,1,1
251,5,46,615.5477768,89,2,1,1
251,5,46,615.5477768,85,2,1,1
251,5,46,615.5477768,90,2,1,1
251,5,46,615.5477768,89,2,1,1
251,5,46,615.5477768,79,2,1,1
251,5,46,615.5477768,90,2,1,1
251,5,46,162.6308847,85,2,1,1
251,5,46,162.6308847,84,2,1,1
251,5,46,162.6308847,89,2,1,1
251,5,46,162.6308847,85,2,1,1
251,5,46,162.6308847,90,2,1,1
251,5,46,162.6308847,89,2,1,1
251,5,46,162.6308847,79,2,1,1
251,5,46,162.6308847,90,2,1,1
251,5,46,162.6308847,87,2,1,1
251,5,46,162.6308847,84,2,1,1
251,5,46,162.6308847,89,2,1,1
251,5,46,162.6308847,85,2,1,1
251,5,46,162.6308847,90,2,1,1
251,5,46,162.6308847,89,2,1,1
251,5,46,162.6308847,79,2,1,1
251,5,46,162.6308847,90,2,1,1
251,5,46,162.6308847,85,2,1,1
251,5,46,162.6308847,84,2,1,1
251,5,15,126.0078377,89,2,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,63,4,1,1
251,5,15,126.0078377,88,6,1,1
251,5,15,126.0078377,91,6,1,1
251,5,15,126.0078377,68,5,1,1
251,5,15,126.0078377,86,6,1,1
251,5,15,126.0078377,93,6,1,1
251,5,15,126.0078377,83,6,1,1
251,5,15,126.0078377,86,6,1,1
251,5,15,126.0078377,91,6,1,1
251,5,15,126.0078377,81,5,1,1
251,5,15,126.0078377,88,6,1,1
251,5,15,126.0078377,91,6,1,1
251,5,15,126.0078377,81,5,1,1
251,5,15,126.0078377,86,6,1,1
251,5,15,334.8985311,93,6,1,1
251,5,15,334.8985311,83,6,1,1
251,5,15,334.8985311,86,6,1,1
251,5,15,334.8985311,91,6,1,1
251,5,15,334.8985311,81,5,1,1
251,5,15,334.8985311,88,6,1,1
251,5,15,334.8985311,91,6,1,1
251,5,15,334.8985311,88,6,1,1
251,5,15,334.8985311,86,6,1,1
251,5,15,334.8985311,93,6,1,1
251,5,15,334.8985311,83,6,1,1
251,5,15,334.8985311,86,6,1,1
251,5,15,334.8985311,91,6,1,1
251,5,15,334.8985311,98,7,1,1
251,5,15,334.8985311,88,6,1,1
251,5,15,334.8985311,91,6,1,1
251,5,15,334.8985311,81,5,1,1
251,5,15,334.8985311,86,6,1,1
251,5,15,334.8985311,93,6,1,1
251,5,15,334.8985311,83,6,1,1
251,5,15,329.8221543,101,7,1,1
251,5,15,329.8221543,91,6,1,1
251,5,15,329.8221543,81,5,1,1
251,5,15,329.8221543,88,6,1,1
251,5,15,329.8221543,91,6,1,1
251,5,15,329.8221543,81,5,1,1
251,5,15,329.8221543,86,6,1,1
251,5,15,329.8221543,93,6,1,1
251,5,15,329.8221543,83,6,1,1
251,5,15,329.8221543,86,6,1,1
251,5,15,329.8221543,91,6,1,1
251,5,15,329.8221543,81,5,1,1
251,5,15,329.8221543,88,6,1,1
251,5,15,329.8221543,91,6,1,1
251,5,15,329.8221543,81,5,1,1
251,5,15,329.8221543,86,6,1,1
251,5,15,329.8221543,93,6,1,1
251,5,15,329.8221543,83,6,1,1
251,5,15,329.8221543,86,6,1,1
251,5,15,329.8221543,91,6,1,1
251,5,15,337.0771986,81,5,1,1
251,5,15,337.0771986,88,6,1,1
251,5,15,337.0771986,91,6,1,1
251,5,15,337.0771986,81,5,1,1
251,5,15,337.0771986,86,6,1,1
251,5,15,337.0771986,93,6,1,1
251,5,15,337.0771986,83,6,1,1
251,5,15,337.0771986,86,6,1,1
251,5,15,337.0771986,91,6,1,1
251,5,15,337.0771986,81,5,1,1
251,5,15,337.0771986,88,6,1,1
251,5,15,337.0771986,91,6,1,1
251,5,15,337.0771986,81,5,1,1
251,5,15,337.0771986,86,6,1,1
